"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-11-02,"BC","Interior","Okanagan",12,7.14
2020-11-02,"BC","Interior","Thompson Cariboo Shuswap",2,3.29
2020-11-02,"BC","Northern","All",2,5.14
2020-11-02,"BC","Northern","Northeast",1,2.14
2020-11-02,"BC","Northern","Northern Interior",1,2.71
2020-11-02,"BC","Northern","Northwest",0,0.29
2020-11-02,"BC","Vancouver Coastal","All",89,72
2020-11-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",12,10.29
2020-11-02,"BC","Vancouver Coastal","Richmond",9,5.43
2020-11-02,"BC","Vancouver Coastal","Unknown",2,0.29
2020-11-02,"BC","Vancouver Coastal","Vancouver",66,56
2020-11-02,"BC","Vancouver Island","All",4,3
2020-11-02,"BC","Vancouver Island","Central Vancouver Island",2,0.86
2020-11-02,"BC","Vancouver Island","North Vancouver Island",1,1.29
2020-11-02,"BC","Vancouver Island","South Vancouver Island",1,0.86
2020-11-02,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-03,"BC","All","All",369,350
2020-11-03,"BC","Fraser","All",238,250.29
2020-11-03,"BC","Fraser","Fraser East",23,28.29
2020-11-03,"BC","Fraser","Fraser North",62,59.43
2020-11-03,"BC","Fraser","Fraser South",153,162.43
2020-11-03,"BC","Fraser","Unknown",0,0.14
2020-11-03,"BC","Interior","All",15,10.57
2020-11-03,"BC","Interior","East Kootenay",1,0.14
2020-11-03,"BC","Interior","Kootenay Boundary",0,0
2020-11-03,"BC","Interior","Okanagan",12,7.86
2020-11-03,"BC","Interior","Thompson Cariboo Shuswap",2,2.57
2020-11-03,"BC","Northern","All",9,4.86
2020-11-03,"BC","Northern","Northeast",1,1.57
2020-11-03,"BC","Northern","Northern Interior",8,3
2020-11-03,"BC","Northern","Northwest",0,0.29
2020-11-03,"BC","Vancouver Coastal","All",103,81
2020-11-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",12,11.57
2020-11-03,"BC","Vancouver Coastal","Richmond",9,6
2020-11-03,"BC","Vancouver Coastal","Unknown",1,0.43
2020-11-03,"BC","Vancouver Coastal","Vancouver",81,63
2020-11-03,"BC","Vancouver Island","All",4,3.29
2020-11-03,"BC","Vancouver Island","Central Vancouver Island",1,1
2020-11-03,"BC","Vancouver Island","North Vancouver Island",1,1.14
2020-11-03,"BC","Vancouver Island","South Vancouver Island",2,1.14
2020-11-03,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-04,"BC","All","All",586,394.57
2020-11-04,"BC","Fraser","All",398,277.71
2020-11-04,"BC","Fraser","Fraser East",55,33
2020-11-04,"BC","Fraser","Fraser North",85,62.71
2020-11-04,"BC","Fraser","Fraser South",258,181.86
2020-11-04,"BC","Fraser","Unknown",0,0.14
2020-11-04,"BC","Interior","All",19,12
2020-11-04,"BC","Interior","East Kootenay",2,0.43
2020-11-04,"BC","Interior","Kootenay Boundary",0,0
2020-11-04,"BC","Interior","Okanagan",15,9.43
2020-11-04,"BC","Interior","Thompson Cariboo Shuswap",2,2.14
2020-11-04,"BC","Northern","All",7,4.86
2020-11-04,"BC","Northern","Northeast",3,1.71
2020-11-04,"BC","Northern","Northern Interior",4,3
2020-11-04,"BC","Northern","Northwest",0,0.14
2020-11-04,"BC","Vancouver Coastal","All",154,95.86
2020-11-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,12.29
2020-11-04,"BC","Vancouver Coastal","Richmond",22,8.57
2020-11-04,"BC","Vancouver Coastal","Unknown",0,0.43
2020-11-04,"BC","Vancouver Coastal","Vancouver",112,74.57
2020-11-04,"BC","Vancouver Island","All",8,4.14
2020-11-04,"BC","Vancouver Island","Central Vancouver Island",2,1.14
2020-11-04,"BC","Vancouver Island","North Vancouver Island",2,1.43
2020-11-04,"BC","Vancouver Island","South Vancouver Island",4,1.57
2020-11-04,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-05,"BC","All","All",479,416.29
2020-11-05,"BC","Fraser","All",308,289.43
2020-11-05,"BC","Fraser","Fraser East",50,34.86
2020-11-05,"BC","Fraser","Fraser North",105,70.14
2020-11-05,"BC","Fraser","Fraser South",153,184.29
2020-11-05,"BC","Fraser","Unknown",0,0.14
2020-11-05,"BC","Interior","All",22,14
2020-11-05,"BC","Interior","East Kootenay",1,0.57
2020-11-05,"BC","Interior","Kootenay Boundary",1,0.14
2020-11-05,"BC","Interior","Okanagan",9,10
2020-11-05,"BC","Interior","Thompson Cariboo Shuswap",11,3.29
2020-11-05,"BC","Northern","All",13,5.86
2020-11-05,"BC","Northern","Northeast",8,2.71
2020-11-05,"BC","Northern","Northern Interior",5,3.14
2020-11-05,"BC","Northern","Northwest",0,0
2020-11-05,"BC","Vancouver Coastal","All",131,102.43
2020-11-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",25,14.43
2020-11-05,"BC","Vancouver Coastal","Richmond",17,10.43
2020-11-05,"BC","Vancouver Coastal","Unknown",1,0.57
2020-11-05,"BC","Vancouver Coastal","Vancouver",88,77
2020-11-05,"BC","Vancouver Island","All",5,4.57
2020-11-05,"BC","Vancouver Island","Central Vancouver Island",0,1
2020-11-05,"BC","Vancouver Island","North Vancouver Island",3,1.86
2020-11-05,"BC","Vancouver Island","South Vancouver Island",2,1.71
2020-11-05,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-06,"BC","All","All",452,424.86
2020-11-06,"BC","Fraser","All",294,290.29
2020-11-06,"BC","Fraser","Fraser East",38,34.43
2020-11-06,"BC","Fraser","Fraser North",74,73.29
2020-11-06,"BC","Fraser","Fraser South",182,182.43
2020-11-06,"BC","Fraser","Unknown",0,0.14
2020-11-06,"BC","Interior","All",25,16.57
2020-11-06,"BC","Interior","East Kootenay",0,0.57
2020-11-06,"BC","Interior","Kootenay Boundary",1,0.29
2020-11-06,"BC","Interior","Okanagan",17,11.86
2020-11-06,"BC","Interior","Thompson Cariboo Shuswap",7,3.86
2020-11-06,"BC","Northern","All",9,6.43
2020-11-06,"BC","Northern","Northeast",4,3
2020-11-06,"BC","Northern","Northern Interior",3,3.14
2020-11-06,"BC","Northern","Northwest",2,0.29
2020-11-06,"BC","Vancouver Coastal","All",122,107.43
2020-11-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",13,14.29
2020-11-06,"BC","Vancouver Coastal","Richmond",13,11.71
2020-11-06,"BC","Vancouver Coastal","Unknown",0,0.57
2020-11-06,"BC","Vancouver Coastal","Vancouver",96,80.86
2020-11-06,"BC","Vancouver Island","All",2,4.14
2020-11-06,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-11-06,"BC","Vancouver Island","North Vancouver Island",2,1.86
2020-11-06,"BC","Vancouver Island","South Vancouver Island",0,1.57
2020-11-06,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-07,"BC","All","All",555,449.71
2020-11-07,"BC","Fraser","All",427,313.14
2020-11-07,"BC","Fraser","Fraser East",55,37.86
2020-11-07,"BC","Fraser","Fraser North",80,73.29
2020-11-07,"BC","Fraser","Fraser South",290,201.57
2020-11-07,"BC","Fraser","Unknown",2,0.43
2020-11-07,"BC","Interior","All",10,15.71
2020-11-07,"BC","Interior","East Kootenay",3,1
2020-11-07,"BC","Interior","Kootenay Boundary",0,0.29
2020-11-07,"BC","Interior","Okanagan",5,10.57
2020-11-07,"BC","Interior","Thompson Cariboo Shuswap",2,3.86
2020-11-07,"BC","Northern","All",7,6.86
2020-11-07,"BC","Northern","Northeast",4,3.14
2020-11-07,"BC","Northern","Northern Interior",2,3.29
2020-11-07,"BC","Northern","Northwest",1,0.43
2020-11-07,"BC","Vancouver Coastal","All",107,109.86
2020-11-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",23,15.43
2020-11-07,"BC","Vancouver Coastal","Richmond",14,12.86
2020-11-07,"BC","Vancouver Coastal","Unknown",1,0.71
2020-11-07,"BC","Vancouver Coastal","Vancouver",69,80.86
2020-11-07,"BC","Vancouver Island","All",4,4.14
2020-11-07,"BC","Vancouver Island","Central Vancouver Island",1,0.86
2020-11-07,"BC","Vancouver Island","North Vancouver Island",0,1.43
2020-11-07,"BC","Vancouver Island","South Vancouver Island",3,1.86
2020-11-07,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-08,"BC","All","All",498,468.14
2020-11-08,"BC","Fraser","All",361,322.14
2020-11-08,"BC","Fraser","Fraser East",40,38.43
2020-11-08,"BC","Fraser","Fraser North",67,75.43
2020-11-08,"BC","Fraser","Fraser South",254,208
2020-11-08,"BC","Fraser","Unknown",0,0.29
2020-11-08,"BC","Interior","All",23,18.29
2020-11-08,"BC","Interior","East Kootenay",0,1
2020-11-08,"BC","Interior","Kootenay Boundary",1,0.43
2020-11-08,"BC","Interior","Okanagan",18,12.57
2020-11-08,"BC","Interior","Thompson Cariboo Shuswap",4,4.29
2020-11-08,"BC","Northern","All",7,7.71
2020-11-08,"BC","Northern","Northeast",1,3.14
2020-11-08,"BC","Northern","Northern Interior",6,4.14
2020-11-08,"BC","Northern","Northwest",0,0.43
2020-11-08,"BC","Vancouver Coastal","All",98,114.86
2020-11-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",24,18.43
2020-11-08,"BC","Vancouver Coastal","Richmond",19,14.71
2020-11-08,"BC","Vancouver Coastal","Unknown",0,0.71
2020-11-08,"BC","Vancouver Coastal","Vancouver",55,81
2020-11-08,"BC","Vancouver Island","All",9,5.14
2020-11-08,"BC","Vancouver Island","Central Vancouver Island",4,1.43
2020-11-08,"BC","Vancouver Island","North Vancouver Island",0,1.29
2020-11-08,"BC","Vancouver Island","South Vancouver Island",5,2.43
2020-11-08,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-11-09,"BC","All","All",512,493
2020-11-09,"BC","Fraser","All",314,334.29
2020-11-09,"BC","Fraser","Fraser East",33,42
2020-11-09,"BC","Fraser","Fraser North",61,76.29
2020-11-09,"BC","Fraser","Fraser South",218,215.43
2020-11-09,"BC","Fraser","Unknown",2,0.57
2020-11-09,"BC","Interior","All",46,22.86
2020-11-09,"BC","Interior","East Kootenay",2,1.29
2020-11-09,"BC","Interior","Kootenay Boundary",9,1.71
2020-11-09,"BC","Interior","Okanagan",34,15.71
2020-11-09,"BC","Interior","Thompson Cariboo Shuswap",1,4.14
2020-11-09,"BC","Northern","All",2,7.71
2020-11-09,"BC","Northern","Northeast",1,3.14
2020-11-09,"BC","Northern","Northern Interior",1,4.14
2020-11-09,"BC","Northern","Northwest",0,0.43
2020-11-09,"BC","Vancouver Coastal","All",142,122.43
2020-11-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",47,23.43
2020-11-09,"BC","Vancouver Coastal","Richmond",26,17.14
2020-11-09,"BC","Vancouver Coastal","Unknown",0,0.43
2020-11-09,"BC","Vancouver Coastal","Vancouver",69,81.43
2020-11-09,"BC","Vancouver Island","All",8,5.71
2020-11-09,"BC","Vancouver Island","Central Vancouver Island",4,1.71
2020-11-09,"BC","Vancouver Island","North Vancouver Island",2,1.43
2020-11-09,"BC","Vancouver Island","South Vancouver Island",2,2.57
2020-11-09,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-10,"BC","All","All",699,540.14
2020-11-10,"BC","Fraser","All",529,375.86
2020-11-10,"BC","Fraser","Fraser East",45,45.14
2020-11-10,"BC","Fraser","Fraser North",109,83
2020-11-10,"BC","Fraser","Fraser South",375,247.14
2020-11-10,"BC","Fraser","Unknown",0,0.57
2020-11-10,"BC","Interior","All",24,24.14
2020-11-10,"BC","Interior","East Kootenay",0,1.14
2020-11-10,"BC","Interior","Kootenay Boundary",3,2.14
2020-11-10,"BC","Interior","Okanagan",14,16
2020-11-10,"BC","Interior","Thompson Cariboo Shuswap",7,4.86
2020-11-10,"BC","Northern","All",10,7.86
2020-11-10,"BC","Northern","Northeast",0,3
2020-11-10,"BC","Northern","Northern Interior",10,4.43
2020-11-10,"BC","Northern","Northwest",0,0.43
2020-11-10,"BC","Vancouver Coastal","All",126,125.71
2020-11-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",17,24.14
2020-11-10,"BC","Vancouver Coastal","Richmond",31,20.29
2020-11-10,"BC","Vancouver Coastal","Unknown",0,0.29
2020-11-10,"BC","Vancouver Coastal","Vancouver",78,81
2020-11-10,"BC","Vancouver Island","All",10,6.57
2020-11-10,"BC","Vancouver Island","Central Vancouver Island",5,2.29
2020-11-10,"BC","Vancouver Island","North Vancouver Island",0,1.29
2020-11-10,"BC","Vancouver Island","South Vancouver Island",5,3
2020-11-10,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-11,"BC","All","All",662,551
2020-11-11,"BC","Fraser","All",466,385.57
2020-11-11,"BC","Fraser","Fraser East",76,48.14
2020-11-11,"BC","Fraser","Fraser North",109,86.43
2020-11-11,"BC","Fraser","Fraser South",281,250.43
2020-11-11,"BC","Fraser","Unknown",0,0.57
2020-11-11,"BC","Interior","All",19,24.14
2020-11-11,"BC","Interior","East Kootenay",1,1
2020-11-11,"BC","Interior","Kootenay Boundary",2,2.43
2020-11-11,"BC","Interior","Okanagan",12,15.57
2020-11-11,"BC","Interior","Thompson Cariboo Shuswap",4,5.14
2020-11-11,"BC","Northern","All",13,8.71
2020-11-11,"BC","Northern","Northeast",8,3.71
2020-11-11,"BC","Northern","Northern Interior",5,4.57
2020-11-11,"BC","Northern","Northwest",0,0.43
2020-11-11,"BC","Vancouver Coastal","All",157,126.14
2020-11-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",40,27
2020-11-11,"BC","Vancouver Coastal","Richmond",13,19
2020-11-11,"BC","Vancouver Coastal","Unknown",0,0.29
2020-11-11,"BC","Vancouver Coastal","Vancouver",104,79.86
2020-11-11,"BC","Vancouver Island","All",7,6.43
2020-11-11,"BC","Vancouver Island","Central Vancouver Island",3,2.43
2020-11-11,"BC","Vancouver Island","North Vancouver Island",2,1.29
2020-11-11,"BC","Vancouver Island","South Vancouver Island",2,2.71
2020-11-11,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-12,"BC","All","All",583,565.86
2020-11-12,"BC","Fraser","All",437,404
2020-11-12,"BC","Fraser","Fraser East",46,47.57
2020-11-12,"BC","Fraser","Fraser North",94,84.86
2020-11-12,"BC","Fraser","Fraser South",297,271
2020-11-12,"BC","Fraser","Unknown",0,0.57
2020-11-12,"BC","Interior","All",21,24
2020-11-12,"BC","Interior","East Kootenay",0,0.86
2020-11-12,"BC","Interior","Kootenay Boundary",3,2.71
2020-11-12,"BC","Interior","Okanagan",17,16.71
2020-11-12,"BC","Interior","Thompson Cariboo Shuswap",1,3.71
2020-11-12,"BC","Northern","All",2,7.14
2020-11-12,"BC","Northern","Northeast",1,2.71
2020-11-12,"BC","Northern","Northern Interior",1,4
2020-11-12,"BC","Northern","Northwest",0,0.43
2020-11-12,"BC","Vancouver Coastal","All",109,123
2020-11-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,26.29
2020-11-12,"BC","Vancouver Coastal","Richmond",25,20.14
2020-11-12,"BC","Vancouver Coastal","Unknown",0,0.14
2020-11-12,"BC","Vancouver Coastal","Vancouver",64,76.43
2020-11-12,"BC","Vancouver Island","All",14,7.71
2020-11-12,"BC","Vancouver Island","Central Vancouver Island",9,3.71
2020-11-12,"BC","Vancouver Island","North Vancouver Island",4,1.43
2020-11-12,"BC","Vancouver Island","South Vancouver Island",1,2.57
2020-11-12,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-13,"BC","All","All",544,579
2020-11-13,"BC","Fraser","All",355,412.71
2020-11-13,"BC","Fraser","Fraser East",49,49.14
2020-11-13,"BC","Fraser","Fraser North",66,83.71
2020-11-13,"BC","Fraser","Fraser South",240,279.29
2020-11-13,"BC","Fraser","Unknown",0,0.57
2020-11-13,"BC","Interior","All",26,24.14
2020-11-13,"BC","Interior","East Kootenay",1,1
2020-11-13,"BC","Interior","Kootenay Boundary",5,3.29
2020-11-13,"BC","Interior","Okanagan",19,17
2020-11-13,"BC","Interior","Thompson Cariboo Shuswap",1,2.86
2020-11-13,"BC","Northern","All",5,6.57
2020-11-13,"BC","Northern","Northeast",1,2.29
2020-11-13,"BC","Northern","Northern Interior",4,4.14
2020-11-13,"BC","Northern","Northwest",0,0.14
2020-11-13,"BC","Vancouver Coastal","All",148,126.71
2020-11-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",39,30
2020-11-13,"BC","Vancouver Coastal","Richmond",7,19.29
2020-11-13,"BC","Vancouver Coastal","Unknown",0,0.14
2020-11-13,"BC","Vancouver Coastal","Vancouver",102,77.29
2020-11-13,"BC","Vancouver Island","All",10,8.86
2020-11-13,"BC","Vancouver Island","Central Vancouver Island",6,4.57
2020-11-13,"BC","Vancouver Island","North Vancouver Island",2,1.43
2020-11-13,"BC","Vancouver Island","South Vancouver Island",2,2.86
2020-11-13,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-14,"BC","All","All",948,635.14
2020-11-14,"BC","Fraser","All",696,451.14
2020-11-14,"BC","Fraser","Fraser East",79,52.57
2020-11-14,"BC","Fraser","Fraser North",128,90.57
2020-11-14,"BC","Fraser","Fraser South",488,307.57
2020-11-14,"BC","Fraser","Unknown",1,0.43
2020-11-14,"BC","Interior","All",33,27.43
2020-11-14,"BC","Interior","East Kootenay",1,0.71
2020-11-14,"BC","Interior","Kootenay Boundary",0,3.29
2020-11-14,"BC","Interior","Okanagan",28,20.29
2020-11-14,"BC","Interior","Thompson Cariboo Shuswap",4,3.14
2020-11-14,"BC","Northern","All",9,6.86
2020-11-14,"BC","Northern","Northeast",4,2.29
2020-11-14,"BC","Northern","Northern Interior",4,4.43
2020-11-14,"BC","Northern","Northwest",1,0.14
2020-11-14,"BC","Vancouver Coastal","All",200,140
2020-11-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",50,33.86
2020-11-14,"BC","Vancouver Coastal","Richmond",31,21.71
2020-11-14,"BC","Vancouver Coastal","Unknown",0,0
2020-11-14,"BC","Vancouver Coastal","Vancouver",119,84.43
2020-11-14,"BC","Vancouver Island","All",10,9.71
2020-11-14,"BC","Vancouver Island","Central Vancouver Island",5,5.14
2020-11-14,"BC","Vancouver Island","North Vancouver Island",2,1.71
2020-11-14,"BC","Vancouver Island","South Vancouver Island",3,2.86
2020-11-14,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-15,"BC","All","All",583,647.29
2020-11-15,"BC","Fraser","All",417,459.14
2020-11-15,"BC","Fraser","Fraser East",75,57.57
2020-11-15,"BC","Fraser","Fraser North",84,93
2020-11-15,"BC","Fraser","Fraser South",258,308.14
2020-11-15,"BC","Fraser","Unknown",0,0.43
2020-11-15,"BC","Interior","All",23,27.43
2020-11-15,"BC","Interior","East Kootenay",5,1.43
2020-11-15,"BC","Interior","Kootenay Boundary",3,3.57
2020-11-15,"BC","Interior","Okanagan",14,19.71
2020-11-15,"BC","Interior","Thompson Cariboo Shuswap",1,2.71
2020-11-15,"BC","Northern","All",9,7.14
2020-11-15,"BC","Northern","Northeast",0,2.14
2020-11-15,"BC","Northern","Northern Interior",9,4.86
2020-11-15,"BC","Northern","Northwest",0,0.14
2020-11-15,"BC","Vancouver Coastal","All",115,142.43
2020-11-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",22,33.57
2020-11-15,"BC","Vancouver Coastal","Richmond",18,21.57
2020-11-15,"BC","Vancouver Coastal","Unknown",0,0
2020-11-15,"BC","Vancouver Coastal","Vancouver",75,87.29
2020-11-15,"BC","Vancouver Island","All",19,11.14
2020-11-15,"BC","Vancouver Island","Central Vancouver Island",14,6.57
2020-11-15,"BC","Vancouver Island","North Vancouver Island",3,2.14
2020-11-15,"BC","Vancouver Island","South Vancouver Island",2,2.43
2020-11-15,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-16,"BC","All","All",554,653.29
2020-11-16,"BC","Fraser","All",329,461.29
2020-11-16,"BC","Fraser","Fraser East",42,58.86
2020-11-16,"BC","Fraser","Fraser North",69,94.14
2020-11-16,"BC","Fraser","Fraser South",218,308.14
2020-11-16,"BC","Fraser","Unknown",0,0.14
2020-11-16,"BC","Interior","All",24,24.29
2020-11-16,"BC","Interior","East Kootenay",7,2.14
2020-11-16,"BC","Interior","Kootenay Boundary",1,2.43
2020-11-16,"BC","Interior","Okanagan",15,17
2020-11-16,"BC","Interior","Thompson Cariboo Shuswap",1,2.71
2020-11-16,"BC","Northern","All",13,8.71
2020-11-16,"BC","Northern","Northeast",1,2.14
2020-11-16,"BC","Northern","Northern Interior",6,5.57
2020-11-16,"BC","Northern","Northwest",6,1
2020-11-16,"BC","Vancouver Coastal","All",171,146.57
2020-11-16,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",21,29.86
2020-11-16,"BC","Vancouver Coastal","Richmond",32,22.43
2020-11-16,"BC","Vancouver Coastal","Unknown",0,0
2020-11-16,"BC","Vancouver Coastal","Vancouver",118,94.29
2020-11-16,"BC","Vancouver Island","All",17,12.43
2020-11-16,"BC","Vancouver Island","Central Vancouver Island",12,7.71
2020-11-16,"BC","Vancouver Island","North Vancouver Island",1,2
2020-11-16,"BC","Vancouver Island","South Vancouver Island",4,2.71
2020-11-16,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-17,"BC","All","All",728,657.43
2020-11-17,"BC","Fraser","All",489,455.57
2020-11-17,"BC","Fraser","Fraser East",46,59
2020-11-17,"BC","Fraser","Fraser North",115,95
2020-11-17,"BC","Fraser","Fraser South",328,301.43
2020-11-17,"BC","Fraser","Unknown",0,0.14
2020-11-17,"BC","Interior","All",32,25.43
2020-11-17,"BC","Interior","East Kootenay",0,2.14
2020-11-17,"BC","Interior","Kootenay Boundary",0,2
2020-11-17,"BC","Interior","Okanagan",26,18.71
2020-11-17,"BC","Interior","Thompson Cariboo Shuswap",6,2.57
2020-11-17,"BC","Northern","All",14,9.29
2020-11-17,"BC","Northern","Northeast",6,3
2020-11-17,"BC","Northern","Northern Interior",4,4.71
2020-11-17,"BC","Northern","Northwest",4,1.57
2020-11-17,"BC","Vancouver Coastal","All",173,153.29
2020-11-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",34,32.29
2020-11-17,"BC","Vancouver Coastal","Richmond",22,21.14
